L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,branch-instructions,branch-loads,branch-misses,bus-cycles,cache-misses,cache-references,iTLB-load-misses,instructions,node-loads,node-stores,class 
365610,9612381,4649887,145936,6099,61361,8795314,9475583,83163,931885,18753,139930,1668,37550154,15155,2615,benign
168868,18072345,10061301,39803,1043,79604,17794749,17670169,154188,944100,1645,127472,1755,75089998,1481,37,benign
2206,14390,13150,1270,274,470,4935,11375,337,2051,333,1865,84,21351,52,507,benign
2788,31153,19824,7428,1394,1994,20482,20012,2070,13899,8416,10511,48,109464,1380,158,benign
130841,14028577,6757943,42733,654,35614,12319408,12110476,38947,939395,869,47722,2423,55443222,663,158,benign
109640,72092,1015359,94406,11747,59388,2710491,1777913,38934,379110,28047,196591,3922,1899427,15943,1829,benign
410167,8022768,3484023,278024,2652,139047,9273313,7982208,109162,953738,10445,275092,7823,37776150,6126,532,benign
184614,9071488,4635412,61442,684,26163,8515922,8775090,57293,916728,1892,72885,1511,36534392,861,765,benign
487906,11298402,7061253,266801,2728,117714,8201608,13988153,66026,823524,2003,348853,11346,36900482,1795,7,benign
3548,34970,21168,4801,1532,2676,295571,24169,5859,39926,7273,22280,219,1373343,3115,330,benign
1249,19000,11877,1279,53,953,35823,12538,2308,7782,443,7191,36,200932,203,77,benign
455,5950,3789,564,5,316,7026,4880,431,1661,4,2150,65,33642,3,0,benign
119440,3914507,2464040,225220,97,60056,2379809,3188107,22684,1243,103,189703,5293,10244863,155,0,benign
54189,498497,260291,26997,5674,21196,3551,420242,428,2453,562,3117,1477,17804,100,15,benign
1796,7523,9045,913,71,440,9707,7006,624,2247,30,3474,91,41502,2,1,benign
112504,13951356,7335253,30592,639,33632,13804793,13015856,31941,958348,594,32529,1765,57746632,590,4,benign
4649,64242,40088,10245,1856,3245,38319,43945,2946,20023,11540,14984,81,206454,2078,221,benign
2745,44004,26375,4974,556,1742,2537,31110,3625,27372,12937,18272,171,225322,2889,185,benign
410319,4264525,4883912,170763,37545,121887,7453665,5094615,91120,897993,56081,343050,6047,33547134,30829,3903,benign
188216,8530235,3329381,24065,489,16587,8872014,9687817,31482,895520,2111,176803,761,33522443,1777,1,benign
281556,15856691,9371251,101824,1637,85274,10327335,14744895,79743,999388,3963,294600,4352,45225262,2965,25,benign
1885,13490,12517,684,2,193,6966,8858,658,3389,9,3439,48,27923,12,12,benign
3360,17140,9991,5034,1810,2574,60007,12059,2135,13218,5540,6695,440,331725,1280,196,benign
413812,11734995,5906272,97286,10555,92358,15011655,9542345,161285,993033,48907,197123,5882,66091357,35584,1488,benign
421234,8024350,3397935,260480,2627,191515,7985442,7871394,96062,953297,2391,452779,5910,32162105,2068,267,benign
480,5971,3822,661,255,359,6721,4900,384,1449,3,1700,67,30746,1,0,benign
23155,383653,215256,32170,5038,14745,31097,313518,1814,10935,2439,7644,1613,141547,4709,46,benign
1764,6514,9052,817,62,608,12369,7897,676,4562,1299,3721,112,33889,104,540,benign
183583,10964260,7190081,53374,18279,54227,4516124,10843434,61019,221013,4361,26856,440,16011171,1394,390,benign
1853,7541,9063,1095,318,506,11969,7028,451,2662,6,2253,81,58217,3,5,benign
538,3618,2364,1110,370,386,2604,2601,338,2487,1058,1903,64,12113,337,19,benign
82098,590871,485269,17455,8699,17302,165920,440442,6122,25850,3209,14831,949,2789736,1790,119,benign
4038,30774,2789,5079,1894,435,6408,26021,488,1748,10,2562,433,101438,10,0,benign
2940,28112,19278,1902,962,1410,16934,18880,616,3926,451,4053,86,92168,355,58,benign
103441,1132814,648284,49747,15314,47038,553552,812504,19270,102219,13621,63471,1651,3387276,7122,1053,benign
3921,68118,43850,4624,292,2635,44146,44065,2154,9765,860,12361,64,232997,368,287,benign
397312,13817798,5847258,117668,14613,71560,10296422,11407249,299143,929374,20253,202846,2590,54254049,12108,1076,benign
3797,23715,12897,4189,1845,2546,70216,17843,4284,28178,12808,19287,310,306919,2818,218,benign
3449,29741,19809,1419,866,1595,15962,17492,636,3955,570,4638,91,84954,499,66,benign
2350,15051,13275,1233,178,745,7029,11789,379,3212,10,2124,134,33658,8,0,benign
129516,12737805,6709779,40809,656,35901,11220500,12938063,38578,885106,1096,86685,2114,47163400,688,196,benign
46686,1793756,694054,6320,3104,19629,2006461,1545459,30565,214730,8151,66393,644,9014591,3463,236,benign
3097,28133,19298,1479,749,1386,16551,15873,663,4098,430,4603,103,84446,266,78,benign
4690,141716,48756,5521,1323,2740,59834,105975,2156,12881,5783,6631,377,330801,1317,213,benign
9279,64530,35108,5400,532,5971,10456968,48006,117219,883773,15822,114029,150,52362625,6399,2697,benign
10280,309546,199184,7299,1283,4947,4718880,269864,8485,927211,8372,32228,156,67435986,5852,1687,benign
2681,17249,14973,1885,214,781,13079,13154,964,4435,352,4765,156,55723,0,11,benign
2923,27546,18480,1816,1066,1366,16809,16177,658,6264,1842,3247,110,84891,797,121,benign
2102,14524,13752,2720,675,940,4898,17134,352,1698,123,2456,143,21122,155,523,benign
195029,3833120,2345766,232415,80,64854,2917719,3037826,27926,174472,17661,129132,4355,7775216,5495,336,benign
944168,200859,2630575,189436,31649,232962,70863,4529864,1307,10729,365,14169,10730,310372,206,25,benign
507,3570,2342,1140,339,358,2555,2548,329,2950,1667,1725,70,11933,363,25,benign
274278,10655638,5879839,115158,12466,56345,11905596,10441472,174580,999480,2251,83506,2208,52726714,1066,778,benign
344854,12624072,6669738,86987,16527,60631,10354719,13343537,161512,987379,20163,310136,2465,41712300,9234,1252,benign
824292,12573281,6299318,189114,1684,143646,11461679,9142384,464534,1286997,2084,278259,15630,62516068,1781,71,benign
410550,7088974,3842727,319561,27044,162825,9306043,5656733,80395,938656,11688,145916,15756,39070042,8527,203,benign
953453,16558035,9979822,7877,173,634896,19260698,19905227,46414,918218,297,629615,24,83926081,272,5,benign
425799,12691889,5444586,346589,33829,117819,14427035,10163698,163571,949282,40081,312098,6445,68163767,15169,2033,benign
3000,27560,18508,1486,264,1314,16374,16005,656,3903,334,4662,88,85143,266,66,benign
352190,8875098,4311175,123130,7822,78172,8077019,8655371,104892,910311,8984,182705,4003,34435639,4714,315,benign
1845,5972,9054,756,22,334,7025,4877,402,1639,1,2333,91,21204,0,0,benign
316087,7121026,3390189,329082,398,162240,6658975,7312641,36128,390934,16362,332002,9064,12552547,11206,1714,benign
516,16452,3789,788,283,1241,12371,17170,521,4672,1590,4033,79,21299,324,537,benign
180171,1970746,4559052,122690,11358,18832,6858113,2086586,163781,921067,1078,509787,2634,29465747,646,324,benign
460,7566,3789,578,4,402,7019,7054,346,1680,2,1701,63,55843,2,13,benign
2772,40924,27454,4867,1070,1586,15982,26123,806,3122,368,3886,73,13780733,108,44,benign
41844,2723696,1750194,25833,14868,25776,7036,2013897,466,1780,34,2577,1082,33705,1,0,benign
116720,5747366,7161897,34678,764,24699,8625232,12785448,29853,731082,1152,50570,546,36310805,663,359,benign
274511,9123423,4266566,152576,5704,73467,7956338,8813136,93376,894343,22857,224519,2325,33705272,12839,576,benign
1866,5943,9051,1092,317,349,12633,4867,623,2627,13,3679,80,21063,10,13,benign
2942,27877,18670,2331,855,1375,15989,16929,585,3711,355,4054,100,86895,275,68,benign
1324,27012,17160,1262,162,890,1583396,17271,24878,191711,10090,43122,69,8394222,9526,421,benign
32178,73437,187546,35861,2508,21434,12349876,240163,33788,939174,1379,49398,1672,51195640,783,517,benign
2192,14303,13058,973,3,513,4863,9985,269,1082,1,1395,83,21007,2,4,benign
3375,30371,18922,2666,864,1358,16182,17783,519,3690,377,4332,115,89884,316,51,benign
20734,347086,211126,11537,4958,8436,20482,242905,1031,4369,349,5298,90,106627,164,151,benign
545442,16988542,9190869,265130,51820,224733,4840086,15953927,136612,620874,50976,346911,12102,23614549,21897,2038,benign
538838,10119890,4978327,143040,6341,109848,6194046,5745168,270660,884862,17675,292663,6293,46041106,6966,5341,benign
1793249,11255623,10147776,276459,2246,126288,8919799,8922596,33753,995657,1086,232852,29634,47499147,751,273,benign
3134,28396,19423,2010,275,1286,16264,16762,535,3951,373,4658,135,87308,288,46,benign
1811,7524,9048,1245,392,499,7038,7015,383,1658,9,2233,84,33714,4,1,benign
1802,5987,9067,1080,312,463,6685,7039,418,1913,3,2205,83,30484,3,0,benign
1701,9231,10355,1028,12,565,10419,9018,624,1796,5,3074,159,52383,4,0,benign
15125,170461,100981,9135,3714,7945,14688,122570,1164,5499,1679,5472,131,79585,637,185,benign
2512,13135,7955,4311,1235,2022,59927,8687,2351,12665,6045,8059,398,331151,1417,213,benign
390712,12160648,6463308,53947,7677,73048,10032684,10361125,230871,966951,15627,138344,1003,45510513,7607,1807,benign
8527,85231,57690,1712,917,2859,48034,47636,763,9332,1246,6680,84,269127,971,266,benign
1214165,9416155,3608233,113640,48565,178870,11016910,7578352,78964,926864,23849,227965,6859,47566996,11261,2404,benign
372168,16395548,7201607,4235,5666,15094,15929874,11893843,414516,966462,62138,80747,177,74858937,61312,127,benign
127417,2238755,1204334,175089,11506,59650,1599133,1677166,59813,294913,22882,236536,4945,8282904,10455,951,benign
525,7531,3783,811,265,444,9692,7022,532,2584,908,3731,66,30499,291,0,benign
58429,2327810,1334516,31416,3456,17586,13569396,2307645,157145,987742,35025,201811,976,61102053,25169,1343,benign
12123,418573,97729,11874,204,7220,257140,517646,2291,16614,131,12718,780,928991,74,33,benign
2743,23962,13913,4244,1304,2195,59921,17215,2306,16726,5746,6776,433,331062,1336,216,benign
489584,9684388,6201136,314531,1487,111004,7802556,8407311,65319,817287,8743,365760,15150,34967253,2013,0,benign
250283,15952512,7715866,81283,19590,76643,17275804,16103664,110409,887695,28157,167929,3410,77538017,19454,722,benign
2612,408090,31318,3589,609,1543,1869688,49450,28785,259520,11915,175280,289,3184103,4898,999,benign
114618,13819634,7251877,30122,607,36739,12765821,12872652,33297,910595,860,70913,1562,53458583,939,94,benign
1758607,12223318,4251228,149830,42453,222615,11513779,10583859,162436,947415,34868,380549,5398,34503712,50780,1521,benign
1794,7548,9059,936,63,457,12636,7039,572,2917,8,3549,80,58161,2,6,benign
422747,8470385,4276906,154231,14720,105611,4445826,5517798,100360,659880,36398,423611,5695,43429184,23968,2974,benign
441880,5725243,4262940,178149,11546,144919,4388201,4401521,68945,600527,12466,374058,8154,21990348,11814,511,benign
1795,10339,11126,1124,5,664,4902,11388,344,1208,0,1595,152,21148,2,0,benign
386423,9658260,4497138,89918,353,177416,9024279,9058278,14335,998247,422,319143,1692,34619195,253,145,benign
2855,85023,28817,3759,1145,1489,59882,60037,2961,14030,7435,9366,248,331373,1866,396,benign
2758,28077,18562,1369,266,1245,16223,16197,577,3755,324,4315,97,88747,263,60,benign
174785,11614547,4286787,57455,8076,46734,9109368,10697185,63636,943191,4183,112910,2260,39297405,2885,60,benign
175840,13819510,5951298,77927,6385,61972,2667552,13564907,65406,383269,27361,179202,3752,13095260,13557,1278,benign
910431,25927814,15083256,52926,692,19925,14973002,17211102,52327,951923,14864,110941,26,77203434,9606,599,benign
2972,27738,18642,2034,786,1386,16204,16390,552,6084,2043,4457,115,7204,800,103,benign
7827,94119,62582,7644,365,4240,4887,89753,355,1279,2,1708,585,21132,2,0,benign
3726,59860,37580,5051,240,2659,14914,41688,728,3220,149,3763,336,79767,117,13,benign
3553,88234,30638,4950,1852,2346,59905,63351,2198,13091,5648,6762,343,331226,1295,206,benign
193079,3775005,2452984,231836,100,68669,1639322,3177706,17055,182567,1817,81766,5010,7122217,1447,125,benign
3946,28926,19332,2580,400,1514,4602827,19824,109188,488293,32552,245250,418,19710570,16553,1803,benign
169188,18008224,10036096,36834,614,80704,18046244,17599286,150247,944954,798,119925,2283,75889610,721,22,benign
666401,3494637,1208674,34516,18776,95709,246019,2728649,5144,22250,811,18156,940,918184,463,106,benign
1807,7533,9048,1063,315,452,11934,7025,630,1647,3,3130,87,58222,3,1,benign
21361,335007,184643,18350,7657,11812,60136,230549,2396,13183,5503,6953,1749,332282,1289,234,benign
4162,140151,47946,5706,1633,2238,31120,104434,3926,30907,15702,25907,376,151521,3979,181,benign
851185,16316181,8027886,29579,10691,97763,5928167,7376078,47485,585669,20432,165866,2025,42195211,11867,3809,benign
124789,12783256,6708444,36079,572,22419,12023353,12047093,37656,914035,840,44583,1212,50537992,661,151,benign
35987,932411,536403,58451,4298,19471,683906,688896,36126,118871,1471,76728,1876,3633206,507,133,benign
988950,11502656,5984929,201642,24013,415196,9779879,9093527,451143,987880,18101,613305,6019,46094708,11393,2267,benign
579870,5755889,2989664,191645,45024,175962,5610198,4482876,139938,785561,38040,327376,8989,24792167,19432,1372,benign
52004,94831,453513,60139,278,29455,2925339,590448,31941,387188,222,254025,4101,12569624,159,1,benign
2305,14467,13525,1747,235,616,4883,11114,329,2035,343,1858,96,21145,268,11,benign
329376,11126311,6678737,326739,11213,139728,7832865,15004185,87923,860073,51222,435987,8762,35983452,13280,4074,benign
499,3561,2336,974,302,360,2571,2533,350,2868,1316,1731,80,12053,342,21,benign
2984,28457,18290,1997,293,1288,16084,15963,577,3719,333,4269,94,85729,262,70,benign
3427,87211,30200,4870,1584,2091,60110,62145,2182,12428,5254,6701,318,331951,1241,197,benign
244733,13297157,6727447,110333,10148,37549,13173837,12406661,125315,931828,11678,85429,4946,60996662,8263,2061,benign
582653,10785449,4784264,158510,5415,121989,6373976,5974167,351776,842461,13508,279918,6358,40754587,6935,2878,benign
459,7552,3804,815,3,446,200859,7045,337,1218,1,1668,65,33592,1,1,benign
249203,1357700,536382,62203,2398,74144,1559654,1069380,24131,173266,11468,92421,4284,7017789,10531,752,benign
724359,2908862,908864,20889,51,102611,143083,2787214,4510,27468,594,36778,884,705319,363,118,benign
1752,7552,9075,780,79,420,7494,7043,402,2167,292,1690,101,35943,103,169,benign
1791,7550,9086,760,58,433,7040,7040,409,1634,6,2355,91,33817,4,1,benign
3722,11356421,246915,4016,1132,50257,17288151,10491846,152340,939608,2081,152328,136,69784050,1676,258,benign
410805,8091031,3600246,237249,4796,186124,14387246,7987814,161765,869804,2537,278372,6528,62198024,2068,150,benign
151745,1841776,2108067,83015,12216,47176,15886,2008414,933,5109,752,6483,3631,80487,328,64,benign
269777,15645845,7464243,97476,19715,86086,16454761,15669146,114392,904637,37608,205843,4917,73939055,21768,1240,benign
13297,117701,69416,7604,2323,5706,93931,84952,4426,23869,1282,33119,122,503445,936,214,benign
466,14060,3474,848,346,743,4903,12601,397,1601,7,2065,130,21024,4,0,benign
506,5930,3790,781,260,374,4855,4843,339,1627,6,1663,67,21004,5,1,benign
317633,7963285,3486290,329891,362,170732,7024982,7551353,160989,908911,4430,505165,6390,28445067,2712,562,benign
2791,46236,28989,6562,1314,1845,6412007,40196,36621,448593,32991,92200,151,11265043,18467,3217,benign
438173,4288829,2094907,90326,38654,120092,4082037,3669280,102434,567333,68396,284281,2975,18485887,44024,3403,benign
1248790,4194537,1283984,6671,17721,349372,15020,3047060,2024,11506,7275,8754,155,72353,1057,132,benign
463,5992,3807,536,27,421,11903,5444,580,2485,38,4001,114,54672,12,3,benign
519171,8806897,4452061,154986,43213,148123,7760996,7883450,178664,852750,66093,327188,5437,35402247,44177,2787,benign
4716,39118,5904,5875,1527,1170,700197,34302,1541,133169,1671,5945,511,27124,779,42,benign
3054,26995,18245,2208,833,1325,16027,15914,624,4391,374,4108,99,85104,307,62,benign
123955,2589542,1327056,69900,6377,62750,716115,2467827,10396,63644,710,28839,6016,861157,583,123,benign
2919,17373,8494,2166,1329,2625,21402,14011,3236,36011,5854,14381,236,97200,2210,50,benign
513,3557,2333,1130,351,364,2532,2523,321,3003,1520,1767,74,11805,372,29,benign
188761,3856754,2427906,223229,77,55146,3203927,3141447,23021,408411,86,219581,3884,13781809,77,0,benign
879363,10947343,4724776,111259,41377,162320,8293809,8687326,97254,947674,55562,286613,6535,45266168,42545,3247,benign
136399,2705151,1706292,148439,105,36142,782623,2181602,11041,77054,452,42657,1851,5166389,336,44,benign
662630,8142587,4987160,253078,8443,150500,4254089,4233886,86991,749046,16480,489778,6526,33392719,8802,3748,benign
684790,7170857,3655238,249777,116089,282719,3002202,5706677,82834,618771,128934,304813,13903,14301485,24328,6620,benign
1626,34255,20059,2215,454,1325,23854,23529,1308,7148,2093,5527,115,127268,704,79,benign
405,5960,3789,412,0,368,4899,5578,267,1070,0,1363,115,21131,0,3,benign
3001,27849,19767,1959,794,1411,16408,17553,614,3868,369,4455,123,91646,280,74,benign
442,5939,3789,589,5,325,4896,4861,343,1229,0,1630,62,21117,0,0,benign
15559,623015,404349,10226,137,6841,4474328,575379,8677,239378,9209,35880,340,64476445,8097,1001,benign
1749,5190,8721,1086,272,410,7020,4116,400,2099,10,2381,86,33594,9,0,benign
6559,41374,22657,7905,3062,4418,424225,33111,12378,72883,12268,46400,347,2032547,6806,715,benign
5407,74010,42394,1319,946,2711,45872,52531,1013,7207,1228,5394,14,239633,916,106,benign
389197,10665340,5187021,182600,19270,109056,11382586,9321616,182863,978324,35375,241020,5896,51620281,22352,1405,benign
490225,9349458,4807926,129728,24250,166529,6410407,7180896,203644,670791,63863,114675,4561,26916192,7495,4228,benign
339688,11856143,6663129,168975,18374,115247,12073773,9834239,59083,974812,4862,160070,4193,52549470,2527,688,benign
290280,7716722,3491299,259831,3525,137762,7683352,7320125,106931,930580,3928,412234,8931,31422985,2435,370,benign
115762,13213705,6944202,34154,601,20525,12084502,12410049,36155,917144,907,44745,1029,50771187,652,173,benign
176888,12934827,7215742,136378,12171,16101,21370015,11592595,42578,1001477,211,703688,662,93047883,200,1,benign
776507,16399355,7341244,154696,1576,123280,11800590,12091939,245635,1502933,95006,742351,12827,59080101,61812,5540,benign
198351,17160258,9548602,35327,773,104190,17151011,17047830,159838,925674,898,149905,2446,71991542,789,27,benign
3620,31059,23917,3083,19,1695,752895,26415,20362,131466,10821,80202,284,3162059,4846,197,benign
2173,22077,10381,1821,170,944,4528571,9585,7933,885150,8152,39203,36,64221145,6737,1387,benign
415858,10177578,4999770,256141,18492,135018,2274212,8448020,13935,283923,110,139122,6198,2107523,1438,30,benign
1779,7523,9045,963,322,436,7008,7000,418,1636,16,2299,87,33534,1,12,benign
1795,7528,9048,958,330,453,12644,7017,563,2863,1,3442,114,58255,0,0,benign
66715,10255201,4803508,146801,13358,74990,9528405,10324378,91135,224903,19683,150360,3893,40412893,13280,829,benign
197569,3973571,2502470,235595,74,61892,3865517,3086045,39940,144453,2365,168233,3507,5994797,1017,283,benign
452449,3261860,6653804,290203,842,34309,12854835,2824590,37723,426400,45975,137531,13312,11777424,38867,2761,benign
326934,8982956,4100322,161936,3277,78062,8609665,8609390,97176,935354,11713,167205,3033,35320330,8051,711,benign
15491,5978,185865,22676,4009,8483,7015,240600,433,2366,5,2541,877,33567,3,521,benign
460885,9804140,6239550,324156,1705,112049,7926395,7976154,58390,813873,2958,346019,25134,39383261,2966,5,benign
719905,7752993,5012886,233107,8394,162736,4096882,4401298,80738,715902,17446,487505,6263,28886340,9194,3575,benign
430770,8693860,3787561,266700,1412,127607,8432823,8664395,92578,933907,2331,343007,8619,33597040,1748,540,benign
522220,11695756,5136104,84379,6364,45649,11394121,9944467,98335,927166,7171,141784,2520,40288133,6747,257,benign
424161,8642533,4035867,173317,3689,111306,11704760,8786262,7502,162012,7900,20920,5870,12648475,7512,201,benign
15141,183579,106589,4358,2865,8363,90414,128214,951,13989,2827,12340,35,448447,2476,226,benign
21,603,543,210,132,176,335906,1175,9762,51802,12946,32156,48,1505322,3476,301,benign
421495,7648919,3168681,268386,1957,193295,7911707,7542866,90540,927532,2352,431979,9340,31874838,1972,312,benign
200415,9217330,3336775,94806,4741,77186,9006842,9590723,92073,975361,15264,164544,4212,37434569,9031,1084,benign
512,7527,3801,719,167,386,240256,4897,8747,2628,13465,39128,68,1153421,3814,17,benign
457330,9719529,6169721,340190,1282,116964,7846400,8006666,62190,813292,2126,327602,21828,35468681,2101,7,benign
1002,7539,5669,1055,16,569,4895,7024,277,1804,10,1287,69,21092,6,1,benign
20269,12411079,5974561,379224,7286,118925,3541443,9853451,103602,467506,22049,276044,3847,18735429,7476,898,benign
10604,119164,90668,9740,247,6144,1246035,234441,41787,216358,6821,217161,739,5255174,3110,151,benign
195519,3914043,2377463,228388,86,56674,3939619,3077927,80269,156463,5920,105146,2033,6849149,2593,1066,benign
512,5954,3789,735,278,381,5230,4885,309,1418,14,1604,71,22867,9,0,benign
2822,26880,18154,1929,758,1273,16040,15854,560,3666,316,4038,96,85215,268,46,benign
474,8592,3785,774,252,349,7014,7019,385,1647,7,2018,67,33582,3,1,benign
8866,24182,39319,4326,1350,1983,17900,21537,942,9714,4002,9611,179,105383,613,674,benign
113732,14245111,7487726,29412,641,32915,13471363,13284495,31746,933297,612,33653,1556,56384273,594,7,benign
687325,26199729,2308433,26025,16033,55411,12821068,13209827,42932,909959,40496,151811,1214,61585867,23306,16889,benign
220033,15891028,5320954,154245,25304,80930,12275356,5074261,109448,989800,33980,132178,7826,86740198,19302,8362,benign
286578,12598589,7474647,84009,3495,145057,10711380,11115771,52225,925376,6599,224059,2287,46731450,3722,475,benign
509,5947,3797,778,276,393,7022,4856,428,2296,634,2961,71,33625,3,530,benign
26378,376280,204969,28969,3473,15165,145236,292670,6526,35799,689,31204,1694,644375,577,23,benign
11534,174214,102775,7501,1348,7090,136792,117459,6287,40760,14980,30027,487,712009,4221,543,benign
1728,7535,9053,758,3,414,4904,7024,264,1081,1,1359,80,21176,0,0,benign
3099,28585,19522,1939,841,1405,16565,16373,599,3839,353,4284,107,88318,248,72,benign
493,5938,3785,806,272,375,4856,4855,323,1223,2,1589,71,20972,7,0,benign
243888,18837948,7475890,5588,1292,6662,9783046,9502707,313667,1003452,22960,51818,202,100305112,1139,21806,benign
2721,84053,28313,3576,1196,1625,59941,60261,2316,13032,5828,6713,333,331512,1368,227,benign
2080,14573,13876,1663,557,686,12218,14418,562,2754,45,2869,136,56343,3,5,benign
308830,7835207,3437052,327909,404,168234,7280518,7390758,145559,933665,3047,542841,3655,29795722,1574,659,benign
2489,19231,19272,1643,642,817,183627,14240,5494,36191,12359,22381,100,852829,3591,278,benign
3100,27511,19312,1461,265,1736,16263,16149,531,5954,1837,4810,88,85253,805,94,benign
8983,329538,70588,7251,240,5384,939866,411446,8296,84092,15276,40361,483,4256278,4759,926,benign
2679,83484,27906,4054,1345,1606,60083,59834,2192,12777,5386,6722,301,331949,1285,204,benign
514,7529,3805,699,272,446,212613,7019,273,1100,5,1413,61,58368,84,973,benign
303097,8029298,3615021,272536,1067,141887,7897850,7621378,136816,989097,3599,437594,5091,32182016,2481,720,benign
199314,3959474,2486014,225570,104,61762,3203917,3235428,29127,384160,99,253773,2757,13047277,145,8,benign
2901,27508,18969,2134,874,1369,16642,16325,659,7055,2826,4852,88,89564,910,107,benign
116998,14193522,7448739,29641,617,35753,11956092,13228460,36118,907268,911,44094,1659,50216255,689,174,benign
403331,9207764,4677675,198054,3128,156804,8314750,8428572,110487,952939,17493,393916,3742,32274662,9811,842,benign
22373,2233231,220160,9005,1029,30969,29843,460133,1745,8883,1444,10168,404,106923,673,61,benign
156094,31856655,9652219,12749,4226,21645,2834597,6164212,62090,569956,52923,36448,395,71347773,35234,1359,benign
823216,10711213,4633666,107135,40365,151733,8515595,8502633,103522,951880,54366,293385,4442,46229663,42127,2944,benign
125882,2495093,1574594,144098,163,34877,159785,2029990,2335,15030,191,8719,1949,648934,165,20,benign
3356,25278,20118,2958,897,1322,7009,21611,403,2732,761,2746,258,33566,85,500,benign
2945,28413,19423,2352,871,1371,16176,16763,602,3896,454,4408,94,86867,307,73,benign
605547,10376636,5002891,294004,10898,244881,427759,7760274,20269,65424,7574,41853,8146,2149371,3828,297,benign
188057,3901781,2457730,227791,74,64872,15576,3239894,386,16328,125,2868,3370,642696,81,28,benign
1792,5920,9097,849,62,369,7026,4836,430,1710,4,2372,97,21174,3,1,benign
503,3575,2351,1160,336,365,69836,2545,4243,27891,12740,19456,78,305429,2773,227,benign
1725,19827,14371,3241,476,1197,56609,14634,2825,17741,4752,16013,4,306519,1225,205,benign
3072,28699,19640,2964,931,1413,16186,16337,557,3648,342,4185,113,84581,275,66,benign
133776,13639746,7179647,56127,2592,51700,9358382,12688872,78668,913261,49875,336797,2497,42028703,26774,3578,benign
6720,92243,56567,9305,1115,4221,196522,76316,7007,31611,215,27808,565,923633,61,30,benign
3635,87857,30478,4064,1350,2271,103510,62892,2704,25085,6650,9656,334,529893,1455,388,benign
449,15267,3582,720,106,629,7101,14148,483,3123,892,3363,139,42202,307,512,benign
2072024,11715383,4640706,84414,97697,258750,8399005,8383385,124592,966553,98300,379406,1816,39645270,78466,5658,benign
2339,14427,13136,1266,142,538,7023,9530,481,1778,2,2529,85,33625,4,0,benign
424047,10333028,4810046,165663,23580,122909,8727764,9050469,102316,891958,40447,409123,4443,36307250,30295,1146,benign
357822,9323949,4148245,148130,7796,81742,8420601,8719106,101747,986004,11628,298142,3360,38691571,7751,720,benign
355990,9996063,4712044,255828,3475,101879,8701685,9887854,126373,908968,7310,268980,1569,34560545,4399,503,benign
1730,7562,9097,736,1,379,7027,7051,406,1604,5,2037,93,33767,0,3,benign
1743,7531,9053,697,11,408,10072,7015,618,2908,2,3569,118,42731,1,1,benign
405109,8362810,3807189,170589,23272,133532,10319085,7227235,49994,966969,4429,313178,7770,43583245,4056,346,benign
182565,18339890,9270037,23712,734,93208,17082742,18261805,156395,913864,897,140441,1149,70768398,782,18,benign
2651,83651,28030,3617,1146,1585,59999,60025,2179,13110,5839,6711,379,331704,1356,225,benign
467980,9816262,6166271,334435,1333,119698,7511572,8063995,124545,958172,2540,458556,21823,31454971,1536,492,benign
558,3576,2346,1156,394,412,2522,2548,3399,24092,12389,16714,66,206322,2491,185,benign
203511,17248352,9064201,35966,798,107245,16966201,17188128,159007,919526,980,147612,1784,67071476,896,37,benign
103368,1927418,990403,72870,6603,44097,2078008,1512938,46770,269897,16228,237016,7681,9959476,10586,785,benign
1622582,12512301,4480806,141431,36276,191575,10649185,10934924,158580,955008,49319,419106,4126,46143105,37978,1444,benign
9577,160324,85147,3346,2039,3918,147687,129415,6322,27132,2888,13050,275,711533,2071,139,benign
19425,7533,192091,19340,116,406,13003,7025,643,2748,8,3285,1030,25657,3,1,benign
2914,27956,18747,2136,810,1293,16204,16409,649,4217,397,4771,92,85854,300,62,benign
509,3615,2364,622,314,365,2615,2600,345,2838,1389,1714,79,12196,346,18,benign
3520,87872,30364,4145,1339,2006,60126,62859,2202,12233,4694,6721,292,332050,1228,207,benign
91294,1079167,637152,55746,4023,33408,748737,844005,25887,132708,7482,88050,2294,3520731,3656,553,benign
426725,8647823,4002706,301703,38491,145232,1357310,8874380,13110,95589,1691,57876,4161,4956428,976,123,benign
2612,15900,14065,1314,3,1111,13197,14087,739,3223,127,4183,172,57006,20,111,benign
3042,27135,18657,2373,273,1339,16250,16371,575,3712,358,4163,90,87021,283,75,benign
294670,12184145,7167707,85261,4339,150086,9887762,10800083,46965,932815,28150,217392,2464,43075204,19110,1401,benign
415391,10497954,4388652,174335,16390,139460,9980687,9533790,166929,954372,49998,391050,5784,43314096,33307,3349,benign
304363,13467967,8086855,65671,1315,136150,11852250,11877377,42527,998100,1394,192685,1785,51451674,883,327,benign
6800,1090795,20545,6393,658,5079,496,21873,56,535,580,1108,572,383,404,127,benign
2758,83814,28110,4056,1386,1647,59757,60058,2151,12022,4724,6539,311,330750,1220,188,benign
684572,9079825,5577080,210187,3902,154791,6299924,4914462,119914,770051,37521,549077,6553,29133731,22810,2827,benign
13408,13287,157431,18179,3335,182,12288,8451,578,2832,43,3510,884,21046,12,0,benign
