L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,branch-instructions,branch-loads,branch-misses,bus-cycles,cache-misses,cache-references,iTLB-load-misses,instructions,node-loads,node-stores,class 
23727,667102,15000000,23606,1026,8434,236636,237456,11893,76240,4113,20343,982,2257222,1173,6388,ransomware
23982,601213,1508782,31209,4260,11987,229603,227645,11492,74310,4593,23447,882,2071209,4626,1318,ransomware
23865,724432,14893256,24464,916,8159,257303,256029,12654,77116,4279,20044,1036,2457084,1030,5652,ransomware
23432,646989,14673948,23623,726,8724,232395,232925,11608,72113,4526,22579,965,2191915,796,4266,ransomware
24055,798689,15000000,33734,1107,11191,260705,263252,12559,85051,4594,23761,951,2698106,1313,6726,ransomware
23671,753194,14639865,31961,761,11024,251764,253684,12126,78933,4964,25626,939,2547974,871,4323,ransomware
29867,1017657,11637055,42404,574,15164,420974,431287,18690,111087,7835,28460,1025,3650866,550,2585,ransomware
24575,1172203,11658095,42103,275,10544,403160,391265,17781,90067,5891,21958,1311,4015872,256,93,ransomware
22604,605124,11336699,27513,315,10860,226987,227688,11203,66929,5227,26007,913,2067378,301,107,ransomware
24402,641496,4840034,29180,4088,10736,234255,232351,11680,76068,4469,23171,911,2193021,4441,3040,ransomware
24548,1120560,14000000,39554,120,10138,378396,368513,16725,86089,6076,24859,1250,3824361,53,4,ransomware
23245,695194,14264573,29298,394,10628,240509,241637,11622,71850,5312,27294,928,2356041,400,1791,ransomware
30700,1234792,11095924,47135,196,14902,500637,504872,21605,116698,8629,28252,1202,4416293,63,10,ransomware
24468,968977,14730095,37853,843,11028,317595,315181,14611,88962,5105,23661,1084,3288320,979,4930,ransomware
23048,591077,11651794,23707,933,9296,226047,226725,11538,72224,4146,19750,958,2017541,1065,4403,ransomware
32600,1116241,10049315,46128,319,16940,495764,509680,21560,123058,9347,30553,1061,4084615,185,617,ransomware
30167,960345,8179752,41808,388,15992,433156,444263,19252,110054,8296,28006,1023,3507950,302,111,ransomware
32763,1108114,9277829,46144,271,17177,501065,515280,21783,123292,9499,30538,1062,4071364,120,34,ransomware
22667,706285,6912298,32423,607,11627,274896,271714,13239,74594,4883,20499,1031,2441554,685,274,ransomware
22769,629041,12631836,27468,228,10612,229704,230341,11233,66894,5388,27205,917,2141953,187,58,ransomware
25509,1399024,14004079,46778,115,10002,465499,449372,19988,97609,6379,22666,1447,4782082,49,29,ransomware
21915,505608,5947669,27698,678,11895,215682,216647,11075,67077,4560,21023,899,1757073,775,312,ransomware
22650,611816,11699040,27500,291,10791,227747,228430,11211,66919,5272,26342,914,2088242,269,93,ransomware
22620,607474,11463946,27508,307,10836,227254,227948,11206,66926,5243,26125,914,2074705,290,102,ransomware
23024,653114,14109811,26802,232,10084,232545,233108,11322,67713,5389,27510,927,2216037,186,700,ransomware
23962,761508,15000000,30872,1084,10412,253904,255963,12370,82561,4458,22795,960,2573532,1274,6630,ransomware
22322,621912,6052885,30670,668,11823,251669,250065,12416,71792,4700,20235,981,2156462,762,307,ransomware
27544,933841,12986971,39238,790,13655,357387,364636,16249,100909,6549,26680,995,3282087,861,4257,ransomware
23837,774675,13917583,33810,1077,11482,257385,259893,12447,83790,4606,23584,943,2622511,1279,6086,ransomware
22631,555842,9399195,25000,880,10210,221834,222625,11379,70587,4226,19764,938,1909606,1010,3109,ransomware
29548,946215,11727216,37124,548,13684,404683,413927,18194,105998,7508,26631,1038,3405625,501,2527,ransomware
22294,560447,8917301,27596,478,11325,221912,222731,11145,66996,4927,23770,907,1928067,514,199,ransomware
22341,567240,9285154,27583,454,11254,222683,223484,11154,66986,4973,24110,908,1949248,482,185,ransomware
22423,576173,7630665,29709,868,11934,227306,228815,11498,72516,4463,21022,911,1985673,1017,2216,ransomware
25130,718723,14186319,25599,897,9367,275165,277846,13369,82448,4893,21445,1000,2483192,987,5382,ransomware
29081,989281,12094075,41332,647,14653,399446,408722,17864,107641,7399,27857,1015,3526014,655,3151,ransomware
22967,654126,13821981,27486,205,10370,232607,233131,11271,66985,5545,28420,919,2220453,143,27,ransomware
22874,541727,3048144,29494,2531,12068,221330,220852,11270,70748,4495,21638,889,1877789,2777,845,ransomware
24864,1132692,14454140,41265,566,10643,373859,366236,16656,92266,5591,23290,1222,3856951,625,3068,ransomware
22720,719031,7042127,32688,598,11597,278405,274985,13363,75017,4910,20539,1039,2484622,673,269,ransomware
23184,650703,14331886,25550,427,9549,232486,233036,11434,69445,5049,25569,942,2206542,426,2104,ransomware
28964,985074,12161835,41173,658,14578,396254,405376,17741,107130,7335,27768,1013,3507503,671,3235,ransomware
29820,940585,8032912,41228,404,15834,424075,434767,18914,108283,8135,27668,1018,3432607,326,122,ransomware
27509,802629,3394012,37125,3752,13711,325904,328717,15098,92702,6308,26743,940,2845715,4001,1114,ransomware
30024,1023329,11545717,42618,559,15267,425276,435796,18855,111776,7922,28580,1027,3675818,529,2471,ransomware
22813,571250,10384263,24434,904,9811,223677,224418,11448,71303,4191,19758,947,1956806,1034,3675,ransomware
29180,1283867,11947645,47060,171,13467,490612,488855,21140,111127,7972,26617,1275,4526702,57,8,ransomware
27106,918047,13241332,38641,831,13371,345405,352077,15789,98991,6306,26344,989,3212599,919,4573,ransomware
22903,648315,13675551,27432,158,10411,231893,232479,11258,66865,5517,28170,919,2202051,96,18,ransomware
25598,778780,12877726,32441,163,12154,304937,309162,14092,81999,6633,29159,958,2725766,69,8,ransomware
23729,667879,15000000,23665,1027,8450,236778,237608,11897,76292,4116,20364,981,2259827,1174,6390,ransomware
22052,525456,7022443,27661,606,11688,217937,218849,11100,67048,4693,22017,902,1818959,681,271,ransomware
22697,532212,3294389,29219,2255,12081,220007,219765,11234,70178,4479,21349,890,1846848,2482,769,ransomware
23880,728674,15000000,28345,1064,9724,247898,249526,12204,80362,4338,21943,967,2463519,1239,6546,ransomware
27879,885781,11912983,36756,185,13705,367142,374509,16522,95016,7558,29752,991,3159909,70,10,ransomware
29580,1270959,11723623,47080,178,13844,493249,493068,21262,112593,8145,27047,1256,4497661,59,9,ransomware
23471,646408,14727431,23321,773,8595,232381,232908,11635,72530,4444,22112,969,2189628,853,4604,ransomware
23433,796388,14000000,31118,131,10285,277010,274395,12930,72717,5715,27370,1021,2709408,63,5,ransomware
24567,632632,695733,32116,5173,11945,233973,231233,11610,76192,4645,24402,879,2173368,5603,1568,ransomware
32856,1116538,9886094,45753,287,16916,501653,515811,21806,123630,9467,30513,1067,4096246,137,389,ransomware
25573,1400295,13968346,46883,112,10063,466827,450854,20039,97910,6413,22739,1446,4788646,44,3,ransomware
23062,652531,14163522,26499,279,9955,232531,233091,11349,68131,5307,27041,931,2213741,244,1040,ransomware
22802,537860,3148227,29382,2419,12073,220793,220410,11255,70516,4489,21521,890,1865213,2657,814,ransomware
23309,700653,11573164,32281,999,11650,246169,248304,12093,79586,4553,22628,932,2385031,1181,4643,ransomware
24367,819196,14833393,34907,1086,11590,270412,273470,12911,86987,4790,24245,953,2777670,1286,6546,ransomware
24408,944347,14771611,37340,884,11086,309130,307499,14303,88465,5033,23717,1063,3202772,1032,5211,ransomware
24165,844041,14940684,35249,1054,11321,274658,276218,13050,86441,4735,23945,979,2854381,1248,6352,ransomware
27763,941744,12859691,39536,770,13797,363382,370920,16479,101869,6670,26847,997,3316859,832,4100,ransomware
24062,801598,15000000,33958,1109,11252,261237,263822,12573,85245,4605,23837,951,2707854,1316,6733,ransomware
28585,971381,12382355,40656,693,14331,385867,394488,17342,105468,7125,27477,1008,3447260,722,3508,ransomware
22817,571600,10406652,24422,904,9802,223719,224459,11450,71319,4190,19758,947,1957879,1035,3688,ransomware
23308,613073,13058036,22900,966,8726,228677,229284,11636,73245,4096,19741,970,2084922,1100,5211,ransomware
30133,1253104,11413741,47107,187,14366,496896,498895,21431,114620,8384,27642,1229,4457491,61,9,ransomware
22557,524680,3489294,29002,2036,12091,218960,218905,11206,69727,4467,21120,891,1822358,2248,709,ransomware
22761,538855,5047644,29440,722,12613,239455,241700,12033,72292,4865,20784,911,1900889,821,332,ransomware
22134,513922,6719228,26538,817,11298,216822,217747,11191,68640,4321,19781,914,1781193,944,1569,ransomware
23458,899315,8878486,36434,470,11178,328036,321244,15120,81005,5300,21104,1147,3093795,507,199,ransomware
22358,630840,6143821,30856,661,11802,254127,252356,12503,72088,4719,20263,986,2186628,754,304,ransomware
24676,1196694,11907555,42612,258,10487,409902,397549,18019,90881,5944,22035,1326,4098625,233,83,ransomware
23291,651635,11354969,28385,1168,10659,233066,232949,11339,68778,5381,27721,912,2216570,1199,324,ransomware
31264,1034568,10772157,41601,412,15361,454985,466778,20067,115145,8524,28645,1053,3763876,312,1418,ransomware
24447,724810,13364329,30264,151,11371,273561,276202,12867,75433,6166,28860,942,2506790,68,7,ransomware
23271,853719,8414049,35486,502,11284,315484,309545,14676,79490,5202,20961,1120,2939728,549,217,ransomware
24191,857893,14717342,28878,757,8524,298492,294280,14105,81170,4695,20563,1118,2917059,836,4539,ransomware
24336,620228,1016727,31758,4812,11962,232248,229817,11564,75449,4624,24025,880,2133036,5217,1469,ransomware
24026,645974,5750873,30428,3353,11317,234109,232537,11494,72849,5008,26135,894,2207750,3599,999,ransomware
23793,591073,1771199,30917,3965,12001,228193,226487,11455,73703,4576,23139,884,2038236,4311,1237,ransomware
26794,1360892,13284474,46943,132,11215,474876,463715,20412,102383,6941,24051,1388,4699995,49,5,ransomware
25611,779408,12872065,32466,163,12163,305302,309545,14106,82075,6638,29163,959,2728314,69,8,ransomware
32781,1115698,9840017,46029,234,17038,500805,514923,21742,122986,9545,31025,1063,4092762,73,14,ransomware
23201,559262,2594396,29999,3041,12044,223769,222854,11336,71798,4524,22171,887,1934802,3322,984,ransomware
28513,915515,11644903,37955,192,14136,384428,392668,17197,98633,7815,29916,1001,3280547,70,10,ransomware
23047,684108,14000000,28196,135,10335,241895,241796,11615,68085,5590,28239,941,2323233,66,6,ransomware
21882,514478,4958567,28438,744,12072,222093,222498,11369,68224,4467,19899,916,1793445,861,349,ransomware
27320,831499,12967253,31312,724,11507,339371,345306,15761,94123,6189,24016,1019,2940475,746,3967,ransomware
27285,924500,13137400,38885,814,13487,350301,357208,15977,99775,6405,26481,991,3240992,895,4444,ransomware
31567,1050147,10603763,42390,389,15656,463854,476097,20398,116757,8704,29000,1056,3827042,279,1223,ransomware
23867,723504,15000000,27947,1061,9616,246953,248513,12178,80016,4319,21808,969,2446200,1233,6533,ransomware
23476,646332,14734428,23282,779,8578,232379,232905,11638,72585,4433,22050,969,2189329,861,4648,ransomware
23733,669610,15000000,23799,1028,8486,237094,237948,11905,76408,4123,20408,981,2265627,1176,6394,ransomware
32121,1188946,10300223,47204,219,16242,510003,519836,22038,121903,9242,29779,1135,4313146,68,12,ransomware
30891,1054592,11042205,43799,478,15830,448994,460657,19765,115572,8402,29244,1039,3813371,413,1847,ransomware
24613,635130,631103,32188,5245,11941,234320,231519,11619,76342,4649,24478,879,2181489,5680,1588,ransomware
23192,650591,14342212,25492,436,9524,232483,233033,11440,69525,5033,25479,943,2206100,437,2169,ransomware
24611,1028017,14630578,39084,743,10889,337885,333593,15348,90154,5280,23527,1134,3493383,851,4259,ransomware
22737,624334,12376953,27477,245,10661,229169,229819,11227,66901,5356,26969,916,2127277,210,68,ransomware
24156,644975,4761618,30789,3739,11433,234294,232464,11522,73568,4942,25855,891,2206193,4022,1118,ransomware
25347,1331733,14118641,45413,230,10175,442264,428309,19143,96283,6180,22838,1390,4548279,196,804,ransomware
27856,945107,12805523,39663,761,13858,365934,373595,16577,102277,6722,26919,999,3331656,819,4033,ransomware
23853,918476,14000000,34295,127,10229,315194,309841,14359,77753,5851,26424,1107,3129316,59,5,ransomware
24632,1185918,11797801,42388,265,10512,406936,394784,17914,90523,5921,22001,1319,4062216,243,87,ransomware
24189,857292,14718134,28858,758,8522,298306,294108,14098,81152,4693,20560,1117,2914989,837,4544,ransomware
30243,1031196,11419008,42915,539,15408,431245,442053,19084,112731,8043,28747,1030,3710433,500,2314,ransomware
27609,873113,12027204,36245,183,13521,359778,366772,16234,93474,7448,29682,988,3108508,70,10,ransomware
29564,921817,5532425,40642,2535,15019,392732,399777,17643,104497,7522,28286,986,3321266,2640,733,ransomware
24958,1171194,14389242,42067,501,10553,387091,378243,17137,93043,5705,23202,1254,3990679,542,2630,ransomware
23393,574825,5314938,30495,694,12902,255985,258987,12649,75515,5158,21401,921,2038036,777,313,ransomware
24317,1109089,11015226,40792,320,10691,385785,375070,17165,87971,5755,21760,1273,3802613,314,117,ransomware
25235,850523,14328848,36090,1005,12154,294178,298382,13823,90791,5270,24910,964,2915505,1170,5920,ransomware
28924,914060,12074801,35495,597,13074,386376,394693,17512,102670,7139,25898,1033,3275242,570,2931,ransomware
25001,1190413,14279049,39877,362,9432,401116,389583,17720,91272,5730,21855,1320,4063100,352,1768,ransomware
23083,652220,14192101,26338,304,9886,232523,233082,11363,68354,5263,26791,933,2212519,275,1220,ransomware
23697,654908,15000000,22667,1019,8178,234405,235065,11831,75423,4069,20027,984,2216368,1160,6356,ransomware
31902,1057442,7965742,44643,1150,16507,468776,480637,20539,117918,8904,30042,1038,3862399,1090,299,ransomware
29913,1260205,11536980,47096,183,14159,495446,496578,21364,113814,8288,27406,1240,4473467,60,9,ransomware
23632,643993,14949849,22068,968,8059,232322,232835,11748,74265,4104,20167,984,2180117,1094,6010,ransomware
25288,1307771,14159031,44914,270,10232,434029,420836,18843,95799,6109,22892,1369,4465051,248,1076,ransomware
24062,801792,15000000,33973,1109,11256,261273,263860,12574,85258,4605,23842,951,2708502,1316,6734,ransomware
32776,1108825,9283114,46165,271,17182,501392,515621,21796,123356,9505,30550,1062,4074076,119,34,ransomware
24148,836981,14952585,35102,1065,11338,272231,274017,12961,86299,4714,23961,973,2829859,1263,6432,ransomware
64071,1179445,9541574,72100,218,26360,564191,564351,24557,179918,19432,65393,2800,4047370,49,9,spyware
64857,1174344,15594512,63810,2982,23370,546669,556668,23563,153935,16312,67967,2838,3956441,4462,19911,spyware
63437,1173019,15000000,65465,1270,24104,548509,552974,23688,170912,18703,67218,2907,3963598,1661,7955,spyware
56801,1119509,14000000,75064,126,27038,535595,584629,22557,175593,17751,67258,3236,3811058,59,5,spyware
63842,1158732,507297,68012,4123,24835,552799,380019,22868,154810,15982,64372,942,3990768,4414,823,spyware
64212,1173906,9551015,74618,226,27008,565821,551657,24533,199039,19961,68129,2730,4129125,54,10,spyware
66283,1187684,547111,63762,1391,23522,564709,545134,23691,169983,16000,66780,6123,4040707,1193,312,spyware
64181,1187269,190406,68133,2898,25822,557426,406487,22679,181865,18063,67425,24896,4018384,3493,554,spyware
49642,1104970,15000000,53798,1594,19998,518921,464425,22110,156631,13792,45364,16013,3945593,2375,10119,spyware
65505,1197913,4616256,78912,1170,29327,573070,524200,25083,217926,21389,75761,10005,4229950,1550,674,spyware
60895,1174220,9570279,76955,260,28172,562999,553457,23662,191317,18268,68953,2799,4142331,72,14,spyware
67072,1159338,9955522,73876,3246,27820,550790,454007,22632,188291,17831,63741,2286,3973798,1073,588,spyware
60661,1167367,56745,72140,1087,27379,555368,561769,22281,165259,15600,64565,2977,4000144,859,60,spyware
70019,1185598,9602283,73870,276,27911,579977,608998,23115,172805,16508,73053,3187,4117838,77,16,spyware
75933,1175912,9560996,62913,236,24586,574091,559101,24639,178439,18144,64109,2940,4097973,67,13,spyware
61404,1203751,9586724,77433,309,28615,571137,557391,23274,189485,15225,62605,2796,4087448,95,20,spyware
65195,1185257,527190,68344,1705,24333,564965,568884,23149,164242,15891,66685,2831,4043437,1514,283,spyware
62472,1176699,9880247,71534,3573,25640,560025,347902,23617,187058,21429,70069,951,4067776,1207,661,spyware
65582,1159123,924386,65777,7274,24132,551587,454278,23174,157318,16181,65431,1697,3987187,7546,4019,spyware
62189,1172245,15459166,67269,2037,24992,554749,523797,23896,185669,20205,67216,2748,3993403,2500,12376,spyware
61066,1172419,9541601,72057,268,26682,556191,575556,24013,157084,18609,65947,2934,4007241,85,17,spyware
